Date,Country/Territory/Area,Total confirmed cases,Total confirmed new cases,Total deaths,Total new deaths,Transmition classification,Days since last reported case
2020-03-12,Philippines,52,3,2,1,Local transmission,0
2020-03-12,Viet Nam,39,4,0,0,Local transmission,0
2020-03-12,Brunei Darussalam,12,11,0,0,Local transmission,0
2020-03-12,New Zealand,5,0,0,0,Local transmission,5
2020-03-12,Cambodia,3,0,0,0,Local transmission,1
2020-03-12,Mongolia,1,0,0,0,Imported cases only,2
2020-03-12,French Polynesia,1,1,0,0,Imported cases only,0
2020-03-12,Italy,12462,2313,827,196,Local transmission,0
2020-03-12,France,2269,495,48,15,Local transmission,0
2020-03-12,Spain,2140,501,48,12,Local transmission,0
2020-03-12,Germany,1567,271,3,1,Local transmission,0
2020-03-12,Switzerland,645,154,4,1,Local transmission,0
2020-03-12,Denmark,615,353,0,0,Local transmission,0
2020-03-12,Netherlands,503,121,5,1,Local transmission,0
2020-03-12,Sweden,461,135,0,0,Local transmission,0
2020-03-12,The United Kingdom,460,87,6,0,Local transmission,0
2020-03-12,Belgium,314,47,0,0,Local transmission,0
2020-03-12,Austria,302,120,0,0,Local transmission,0
2020-03-12,Norway,489,212,0,0,Local transmission,0
2020-03-12,Greece,98,9,1,1,Local transmission,0
2020-03-12,Czechia,94,33,0,0,Local transmission,0
2020-03-12,Israel,75,0,0,0,Local transmission,1
2020-03-12,San Marino,63,0,2,0,Local transmission,1
2020-03-12,Iceland,61,0,0,0,Local transmission,2
2020-03-12,Slovenia,57,26,0,0,Local transmission,0
2020-03-12,Romania,48,23,0,0,Local transmission,0
2020-03-12,Poland,44,22,0,0,Local transmission,0
2020-03-12,Ireland,43,9,1,1,Local transmission,0
2020-03-12,Portugal,41,0,0,0,Local transmission,1
2020-03-12,Finland,40,0,0,0,Local transmission,2
2020-03-12,Georgia,23,0,0,0,Imported cases only,1
2020-03-12,Russian Federation,20,13,0,0,Imported cases only,0
2020-03-12,Serbia,19,7,0,0,Local transmission,0
2020-03-12,Luxembourg,17,12,0,0,Local transmission,0
2020-03-12,Croatia,16,0,0,0,Local transmission,1
2020-03-12,Latvia,16,8,0,0,Imported cases only,0
2020-03-12,Estonia,13,0,0,0,Imported cases only,1
2020-03-12,Hungary,13,0,0,0,Local transmission,1
2020-03-12,Belarus,12,3,0,0,Local transmission,0
2020-03-12,Albania,10,0,0,0,Local transmission,1
2020-03-12,Slovakia,10,3.0,0.0,0.0,Local transmission,0.0
2020-03-12,Azerbaijan,9,0.0,0.0,0.0,Imported cases only,5.0
2020-03-12,Bulgaria,7,1.0,1.0,1.0,Local transmission,0.0
2020-03-12,North Macedonia,7,0.0,0.0,0.0,Local transmission,2.0
2020-03-12,Cyprus,6,4.0,0.0,0.0,Imported cases only,0.0
2020-03-12,Malta,6,2.0,0.0,0.0,Imported cases only,0.0
2020-03-12,Bosnia and Herzegovina,4,0.0,0.0,0.0,Local transmission,1.0
2020-03-12,Republic of Moldova,4,1.0,0.0,0.0,Imported cases only,0.0
2020-03-12,Lithuania,3,2.0,0.0,0.0,Imported cases only,0.0
2020-03-12,Andorra,1,0.0,0.0,0.0,Imported cases only,9.0
2020-03-12,Armenia,1,0.0,0.0,0.0,Imported cases only,10.0
2020-03-12,Holy See,1,0.0,0.0,0.0,Under investigation,6.0
2020-03-12,Liechtenstein,1,0.0,0.0,0.0,Imported cases only,6.0
2020-03-12,Monaco,1,0.0,0.0,0.0,Under investigation,11.0
2020-03-12,Turkey,1,1.0,0.0,0.0,Imported cases only,0.0
2020-03-12,Ukraine,1,0.0,0.0,0.0,Imported cases only,8.0
2020-03-12,Faroe Islands,2,0.0,0.0,0.0,Imported cases only,3.0
2020-03-12,Gibraltar,1,0.0,0.0,0.0,Under investigation,8.0
2020-03-12,Guernsey,1,0.0,0.0,0.0,Imported cases only,2.0
2020-03-12,India,73,13.0,0.0,0.0,Local transmission,0.0
2020-03-12,Thailand,70,11.0,1.0,0.0,Local transmission,0.0
2020-03-12,Indonesia,34,7.0,1.0,0.0,Local transmission,0.0
2020-03-12,Maldives,8,0.0,0.0,0.0,Local transmission,1.0
2020-03-12,Bangladesh,3,0.0,0.0,0.0,Local transmission,3.0
2020-03-12,Sri Lanka,2,1.0,0.0,0.0,Imported cases only,0.0
2020-03-12,Bhutan,1,0.0,0.0,0.0,Imported cases only,6.0
2020-03-12,Nepal,1,0.0,0.0,0.0,Imported cases only,48.0
2020-03-12,Iran (Islamic Republic of),9000,958.0,354.0,63.0,Local transmission,0.0
2020-03-12,Qatar,262,238.0,0.0,0.0,Local transmission,0.0
2020-03-12,Bahrain,189,79.0,0.0,0.0,Local transmission,0.0
2020-03-12,Kuwait,80,11.0,0.0,0.0,Local transmission,0.0
2020-03-12,United Arab Emirates,74,0.0,0.0,0.0,Local transmission,1.0
2020-03-12,Iraq,70,9.0,7.0,1.0,Local transmission,0.0
2020-03-12,Egypt,67,8.0,1.0,0.0,Local transmission,0.0
2020-03-12,Lebanon,66,25.0,3.0,2.0,Local transmission,0.0
2020-03-12,Saudi Arabia,21,1.0,0.0,0.0,Local transmission,0.0
2020-03-12,Pakistan,19,3.0,0.0,0.0,Imported cases only,0.0
2020-03-12,Oman,18,0.0,0.0,0.0,Imported cases only,2.0
2020-03-12,Afghanistan,7,3.0,0.0,0.0,Imported cases only,0.0
2020-03-12,Tunisia,6,0.0,0.0,0.0,Local transmission,1.0
2020-03-12,Morocco,5,2.0,1.0,0.0,Local transmission,0.0
2020-03-12,Jordan,1,0.0,0.0,0.0,Imported cases only,9.0
2020-03-12,occupied Palestinian territory,30,0.0,0.0,0.0,Local transmission,1.0
2020-03-12,United States of America,987,291.0,29.0,4.0,Local transmission,0.0
2020-03-12,Canada,93.0,0.0,1.0,0.0,Local transmission,1.0
2020-03-12,Brazil,52.0,18.0,0.0,0.0,Local transmission,0.0
2020-03-12,Chile,23.0,6.0,0.0,0.0,Local transmission,0.0
2020-03-12,Argentina,19.0,2.0,1.0,0.0,Imported cases only,0.0
2020-03-12,Ecuador,17.0,2.0,0.0,0.0,Local transmission,0.0
2020-03-12,Peru,17.0,6.0,0.0,0.0,Local transmission,0.0
2020-03-12,Costa Rica,13.0,0.0,0.0,0.0,Local transmission,1.0
2020-03-12,Mexico,11.0,4.0,0.0,0.0,Imported cases only,0.0
2020-03-12,Panama,10.0,2.0,1.0,0.0,Local transmission,0.0
2020-03-12,Colombia,9.0,6.0,0.0,0.0,Imported cases only,0.0
2020-03-12,Dominican Republic,5.0,0.0,0.0,0.0,Imported cases only,2.0
2020-03-12,Paraguay,5.0,0.0,0.0,0.0,Local transmission,1.0
2020-03-12,Bolivia (Plurinational State of),2.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-12,Honduras,2.0,2.0,0.0,0.0,Imported cases only,0.0
2020-03-12,Jamaica,1.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-12,French Guiana,5.0,0.0,0.0,0.0,Imported cases only,4.0
2020-03-12,Martinique,3.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-12,Saint Martin,2.0,0.0,0.0,0.0,Under investigation,9.0
2020-03-12,Saint Barthelemy,1.0,0.0,0.0,0.0,Under investigation,9.0
2020-03-12,Algeria,25.0,5.0,1.0,1.0,Local transmission,0.0
2020-03-12,South Africa,13.0,6.0,0.0,0.0,Imported cases only,0.0
2020-03-12,Senegal,4.0,0.0,0.0,0.0,Imported cases only,7.0
2020-03-12,Burkina Faso,2.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-12,Cameroon,2.0,0.0,0.0,0.0,Local transmission,5.0
2020-03-12,Nigeria,2.0,0.0,0.0,0.0,Imported cases only,3.0
2020-03-12,Cote d’Ivoire,1.0,1.0,0.0,0.0,Imported cases only,0.0
2020-03-12,Democratic Republic of the Congo,1.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-12,Togo,1.0,0.0,0.0,0.0,Imported cases only,5.0
2020-03-12,International conveyance (Diamond Princess),696.0,0.0,7.0,0.0,Local transmission,4.0
2020-03-04,Republic of Korea,5328,516,32,4,Local transmission,0
2020-03-04,Japan,284,16,6,0,Local transmission,0
2020-03-04,Singapore,110,2,0,0,Local transmission,0
2020-03-04,Malaysia,50,21,0,0,Local transmission,0
2020-03-04,Australia,43,10,1,0,Local transmission,0
2020-03-04,Viet Nam,16,0,0,0,Local transmission,20
2020-03-04,Philippines,3,0,1,0,Imported cases only,28
2020-03-04,New Zealand,2,0,0,0,Imported cases only,1
2020-03-04,Cambodia,1,0,0,0,Imported cases only,36
2020-03-04,Italy,2502,466,80,28,Local transmission,0
2020-03-04,France,212,21,4,1,Local transmission,0
2020-03-04,Germany,196,39,0,0,Local transmission,0
2020-03-04,Spain,151,37,0,0,Local transmission,0
2020-03-04,The United Kingdom,51,12,0,0,Local transmission,0
2020-03-04,Switzerland,37,7,0,0,Local transmission,0
2020-03-04,Norway,33,7,0,0,Local transmission,0
2020-03-04,Netherlands,28,10,0,0,Local transmission,0
2020-03-04,Austria,24,6,0,0,Imported cases only,0
2020-03-04,Sweden,24,9,0,0,Local transmission,0
2020-03-04,Iceland,16,7,0,0,Imported cases only,0
2020-03-04,Israel,12,2,0,0,Local transmission,0
2020-03-04,Croatia,9,1,0,0,Local transmission,0
2020-03-04,Belgium,8,0,0,0,Imported cases only,1
2020-03-04,Denmark,8,3,0,0,Local transmission,0
2020-03-04,San Marino,8,0,0,0,Local transmission,1
2020-03-04,Finland,7,0,0,0,Local transmission,1
2020-03-04,Greece,7,0,0,0,Local transmission,2
2020-03-04,Czechia,5,2,0,0,Imported cases only,0
2020-03-04,Romania,4,1,0,0,Local transmission,0
2020-03-04,Azerbaijan,3,0,0,0,Imported cases only,3
2020-03-04,Georgia,3,0,0,0,Imported cases only,3
2020-03-04,Russian Federation,3,0,0,0,Imported cases only,1
2020-03-04,Estonia,2,1,0,0,Imported cases only,0
2020-03-04,Ireland,2,1,0,0,Imported cases only,0
2020-03-04,Portugal,2,0,0,0,Imported cases only,1
2020-03-04,Andorra,1,0,0,0,Imported cases only,1
2020-03-04,Armenia,1,0,0,0,Imported cases only,2
2020-03-04,Belarus,1,0,0,0,Imported cases only,5
2020-03-04,Latvia,1,0,0,0,Imported cases only,1
2020-03-04,Lithuania,1,0,0,0,Imported cases only,5
2020-03-04,Luxembourg,1,0,0,0,Imported cases only,2
2020-03-04,Monaco,1,0,0,0,Under investigation,3
2020-03-04,North Macedonia,1,0,0,0,Imported cases only,6
2020-03-04,Poland,1,1,0,0,Imported cases only,0
2020-03-04,Ukraine,1,1,0,0,Imported cases only,0
2020-03-15,Republic of Korea,8162,76,75,3,Local transmission,0
2020-03-15,Japan,780,64,22,1,Local transmission,0
2020-03-15,Australia,249,52,3,0,Local transmission,0
2020-03-15,Malaysia,238,41,0,0,Local transmission,0
2020-03-15,Singapore,212,12,0,0,Local transmission,0
2020-03-15,Philippines,111,47,6,4,Local transmission,0
2020-03-15,Viet Nam,53,5,0,0,Local transmission,0
2020-03-15,Brunei Darussalam,40,15,0,0,Local transmission,0
2020-03-15,Cambodia,7,0,0,0,Local transmission,1
2020-03-15,New Zealand,6,0,0,0,Local transmission,1
2020-03-15,Mongolia,1,0,0,0,Imported cases only,5
2020-03-15,French Polynesia,3,2,0,0,Imported cases only,0
2020-03-15,Italy,21157,3497,1441,173,Local transmission,0
2020-03-15,Spain,5753,1522,136,16,Local transmission,0
2020-03-15,France,4469,829,91,12,Local transmission,0
2020-03-15,Germany,3795,733,8,2,Local transmission,0
2020-03-15,Switzerland,1359,234,11,5,Local transmission,0
2020-03-15,The United Kingdom,1144,342,21,11,Local transmission,0
2020-03-15,Netherlands,959,155,12,2,Local transmission,0
2020-03-15,Sweden,924,149,0,0,Local transmission,0
2020-03-15,Norway,907,157,1,0,Local transmission,0
2020-03-15,Denmark,827,26,0,0,Local transmission,0
2020-03-15,Austria,800,296,1,0,Local transmission,0
2020-03-15,Belgium,689,90,0,0,Local transmission,0
2020-03-15,Greece,228,130,2,1,Local transmission,0
2020-03-15,Czechia,214,64,0,0,Local transmission,0
2020-03-15,Finland,210,101,0,0,Local transmission,0
2020-03-15,Israel,178,78,0,0,Local transmission,0
2020-03-15,Slovenia,141,0,0,0,Local transmission,1
2020-03-15,Iceland,138,77,0,0,Local transmission,0
2020-03-15,Ireland,129,39,2,1,Local transmission,0
2020-03-15,Romania,123,59,0,0,Local transmission,0
2020-03-15,Portugal,112,0,0,0,Local transmission,1
2020-03-15,Poland,111,47,3,2,Local transmission,0
2020-03-15,San Marino,92,26,5,3,Local transmission,0
2020-03-15,Estonia,79,0,0,0,Local transmission,1
2020-03-15,Slovakia,44,14,0,0,Local transmission,0
2020-03-15,Bulgaria,43,36,2,1,Local transmission,0
2020-03-15,Serbia,41,10,0,0,Local transmission,0
2020-03-15,Albania,38,5,1,0,Local transmission,0
2020-03-15,Luxembourg,38,0,1,0,Local transmission,1
2020-03-15,Croatia,37,10,0,0,Local transmission,0
2020-03-15,Russian Federation,34,0,0,0,Imported cases only,2
2020-03-15,Hungary,32,13,0,0,Local transmission,0
2020-03-15,Georgia,30,5,0,0,Imported cases only,0
2020-03-15,Latvia,30,14,0,0,Imported cases only,0
2020-03-15,Belarus,21,0.0,0.0,0.0,Local transmission,1.0
2020-03-15,Cyprus,21,7.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Azerbaijan,19,8.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Bosnia and Herzegovina,18,7.0,0.0,0.0,Local transmission,0.0
2020-03-15,North Macedonia,13,4.0,0.0,0.0,Local transmission,0.0
2020-03-15,Malta,12,0.0,0.0,0.0,Imported cases only,2.0
2020-03-15,Republic of Moldova,12,4.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Lithuania,9,3.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Armenia,8,0.0,0.0,0.0,Local transmission,1.0
2020-03-15,Kazakhstan,6,6.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Turkey,5,0.0,0.0,0.0,Imported cases only,1.0
2020-03-15,Liechtenstein,4,0.0,0.0,0.0,Imported cases only,2.0
2020-03-15,Ukraine,3,0.0,1.0,0.0,Local transmission,1.0
2020-03-15,Andorra,2,0.0,0.0,0.0,Imported cases only,1.0
2020-03-15,Monaco,2,0.0,0.0,0.0,Under investigation,1.0
2020-03-15,Holy See,1,0.0,0.0,0.0,Under investigation,9.0
2020-03-15,Faroe Islands,9,6.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Gibraltar,1,0.0,0.0,0.0,Under investigation,11.0
2020-03-15,Guernsey,1,0.0,0.0,0.0,Imported cases only,5.0
2020-03-15,Jersey,2,0.0,0.0,0.0,Imported cases only,2.0
2020-03-15,Indonesia,117,48.0,4.0,1.0,Local transmission,0.0
2020-03-15,India,107,25.0,2.0,0.0,Local transmission,0.0
2020-03-15,Thailand,75,0.0,1.0,0.0,Local transmission,2.0
2020-03-15,Sri Lanka,11,5.0,0.0,0.0,Local transmission,0.0
2020-03-15,Maldives,10,1.0,0.0,0.0,Local transmission,0.0
2020-03-15,Bangladesh,3,0.0,0.0,0.0,Local transmission,6.0
2020-03-15,Bhutan,1,0.0,0.0,0.0,Imported cases only,9.0
2020-03-15,Nepal,1,0.0,0.0,0.0,Imported cases only,51.0
2020-03-15,Iran (Islamic Republic of),12729,1365.0,608.0,94.0,Local transmission,0.0
2020-03-15,Qatar,337,75.0,0.0,0.0,Local transmission,0.0
2020-03-15,Bahrain,211,1.0,0.0,0.0,Local transmission,0.0
2020-03-15,Kuwait,112,12.0,0.0,0.0,Local transmission,0.0
2020-03-15,Saudi Arabia,103,41.0,0.0,0.0,Local transmission,0.0
2020-03-15,Egypt,93,0.0,2.0,0.0,Local transmission,1.0
2020-03-15,Iraq,93,0.0,9.0,0.0,Local transmission,1.0
2020-03-15,Lebanon,93,16.0,3.0,0.0,Local transmission,0.0
2020-03-15,United Arab Emirates,85,0.0,0.0,0.0,Local transmission,2.0
2020-03-15,Pakistan,28,7.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Oman,20,1.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Morocco,18,11.0,1.0,0.0,Local transmission,0.0
2020-03-15,Tunisia,16,0.0,0.0,0.0,Local transmission,1.0
2020-03-15,Afghanistan,10,3.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Jordan,1,0.0,0.0,0.0,Imported cases only,12.0
2020-03-15,Sudan,1,0.0,0.0,0.0,Imported cases only,1.0
2020-03-15,occupied Palestinian territory,38,3.0,0.0,0.0,Local transmission,1.0
2020-03-15,United States of America,1678,0.0,41.0,0.0,Local transmission,1.0
2020-03-15,Canada,244,68.0,1.0,0.0,Local transmission,0.0
2020-03-15,Brazil,121,23.0,0.0,0.0,Local transmission,0.0
2020-03-15,Chile,61,18.0,0.0,0.0,Local transmission,0.0
2020-03-15,Argentina,45,11.0,2.0,0.0,Local transmission,0.0
2020-03-15,Peru,43,15.0,0.0,0.0,Local transmission,0.0
2020-03-15,Mexico,41,15.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Panama,27,0.0,1.0,0.0,Local transmission,1.0
2020-03-15,Colombia,24,8.0,0.0,0.0,Local transmission,0.0
2020-03-15,Costa Rica,23,0.0,0.0,0.0,Local transmission,1.0
2020-03-15,Ecuador,23,0.0,0.0,0.0,Local transmission,1.0
2020-03-15,Jamaica,8,1.0,0.0,0.0,Local transmission,0.0
2020-03-15,Guyana,1,0.0,1.0,0.0,Imported cases only,2.0
2020-03-15,Paraguay,6,0.0,0.0,0.0,Local transmission,1.0
2020-03-15,Dominican Republic,5,0.0,0.0,0.0,Imported cases only,5.0
2020-03-15,Cuba,4,0.0,0.0,0.0,Imported cases only,1.0
2020-03-15,Bolivia (Plurinational State of),3,0.0,0.0,0.0,Imported cases only,2.0
2020-03-15,Puerto Rico,3,0.0,0.0,0.0,Imported cases only,1.0
2020-03-15,Honduras,2,0.0,0.0,0.0,Imported cases only,3.0
2020-03-15,Venezuela (Bolivarian Republic of),2,0.0,0.0,0.0,Imported cases only,1.0
2020-03-15,Antigua and Barbuda,1,0.0,0.0,0.0,Imported cases only,1.0
2020-03-15,Saint Vincent and the Grenadines,1,0.0,0.0,0.0,Imported cases only,2.0
2020-03-15,Trinidad and Tobago,1,0.0,0.0,0.0,Imported cases only,1.0
2020-03-15,French Guiana,7,1.0,0.0,0.0,Imported cases only,2.0
2020-03-15,Martinique,10,4.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Saint Martin,2,0.0,0.0,0.0,Under investigation,12.0
2020-03-15,Saint Barthelemy,1,0.0,0.0,0.0,Under investigation,12.0
2020-03-15,Cayman Islands,1,0.0,0.0,0.0,Imported cases only,1.0
2020-03-15,Guadeloupe,3,2.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Curaçao,2,2.0,0.0,0.0,Imported cases only,0.0
2020-03-15,South Africa,38,21.0,0.0,0.0,Local transmission,0.0
2020-03-15,Algeria,37,11.0,3.0,1.0,Local transmission,0.0
2020-03-15,Senegal,21,11.0,0.0,0.0,Local transmission,0.0
2020-03-15,Burkina Faso,3,1.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Cameroon,3,1.0,0.0,0.0,Local transmission,0.0
2020-03-15,Cote d’Ivoire,3,2.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Democratic Republic of the Congo,2,0.0,0.0,0.0,Imported cases only,1.0
2020-03-15,Ghana,2,1.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Namibia,2,2.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Nigeria,2,0.0,0.0,0.0,Imported cases only,6.0
2020-03-15,Central African Republic,1,1.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Congo,1,1.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Equatorial Guinea,1,1.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Eswatini,1,1.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Ethiopia,1,0.0,0.0,0.0,Imported cases only,1.0
2020-03-15,Gabon,1,0.0,0.0,0.0,Imported cases only,1.0
2020-03-15,Guinea,1,0.0,0.0,0.0,Imported cases only,1.0
2020-03-15,Kenya,1.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-15,Mauritania,1.0,1.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Togo,1.0,0.0,0.0,0.0,Imported cases only,8.0
2020-03-15,Réunion,6.0,1.0,0.0,0.0,Imported cases only,0.0
2020-03-15,Mayotte,1.0,1.0,0.0,0.0,Imported cases only,0.0
2020-03-15,International conveyance (Diamond Princess),697.0,0.0,7.0,0.0,Local transmission,1.0
2020-03-08,Andorra,1,0.0,0.0,0.0,Imported cases only,5.0
2020-03-08,Armenia,1,0.0,0.0,0.0,Imported cases only,6.0
2020-03-08,Holy See,1,0.0,0.0,0.0,Under investigation,2.0
2020-03-08,Latvia,1,0.0,0.0,0.0,Imported cases only,5.0
2020-03-08,Liechtenstein,1,0.0,0.0,0.0,Imported cases only,2.0
2020-03-08,Lithuania,1,0.0,0.0,0.0,Imported cases only,9.0
2020-03-08,Monaco,1,0.0,0.0,0.0,Under investigation,7.0
2020-03-08,Republic of Moldova,1,1.0,0.0,0.0,Imported cases only,0.0
2020-03-08,Serbia,1,0.0,0.0,0.0,Under investigation,2.0
2020-03-08,Ukraine,1,0.0,0.0,0.0,Imported cases only,4.0
2020-03-08,Faroe Islands,1,0.0,0.0,0.0,Imported cases only,2.0
2020-03-08,Gibraltar,1,0.0,0.0,0.0,Under investigation,4.0
2020-03-08,Thailand,50,2.0,1.0,0.0,Local transmission,0.0
2020-03-08,India,34,3.0,0.0,0.0,Local transmission,0.0
2020-03-08,Indonesia,4,0.0,0.0,0.0,Local transmission,1.0
2020-03-08,Maldives,2,2.0,0.0,0.0,Local transmission,0.0
2020-03-08,Bhutan,1,0.0,0.0,0.0,Imported cases only,2.0
2020-03-08,Nepal,1,0.0,0.0,0.0,Imported cases only,44.0
2020-03-08,Sri Lanka,1,0.0,0.0,0.0,Imported cases only,41.0
2020-03-08,Iran (Islamic Republic of),5823,1076.0,145.0,21.0,Local transmission,0.0
2020-03-08,Kuwait,62,4.0,0.0,0.0,Imported cases only,0.0
2020-03-08,Bahrain,56,7.0,0.0,0.0,Imported cases only,0.0
2020-03-08,Iraq,54,10.0,4.0,0.0,Imported cases only,0.0
2020-03-08,Egypt,48,45.0,0.0,0.0,Local transmission††,0.0
2020-03-08,United Arab Emirates,45,0.0,0.0,0.0,Local transmission,1.0
2020-03-08,Lebanon,28,6.0,0.0,0.0,Local transmission,0.0
2020-03-08,Oman,16,0.0,0.0,0.0,Imported cases only,2.0
2020-03-08,Qatar,12,1.0,0.0,0.0,Imported cases only,0.0
2020-03-08,Saudi Arabia,7,2.0,0.0,0.0,Imported cases only,0.0
2020-03-08,Pakistan,5,0.0,0.0,0.0,Imported cases only,5.0
2020-03-08,Afghanistan,4,3.0,0.0,0.0,Imported cases only,0.0
2020-03-08,Morocco,2,0.0,0.0,0.0,Imported cases only,3.0
2020-03-08,Jordan,1,0.0,0.0,0.0,Imported cases only,5.0
2020-03-08,Tunisia,1,0.0,0.0,0.0,Imported cases only,5.0
2020-03-08,United States of America,213,0.0,11.0,0.0,Local transmission,1.0
2020-03-08,Canada,57,6.0,0.0,0.0,Local transmission,0.0
2020-03-08,Brazil,19,6.0,0.0,0.0,Local transmission,0.0
2020-03-08,Ecuador,14,0.0,0.0,0.0,Local transmission,1.0
2020-03-08,Argentina,9,7.0,1.0,1.0,Imported cases only,0.0
2020-03-08,Mexico,7,2.0,0.0,0.0,Imported cases only,0.0
2020-03-08,Peru,6,0.0,0.0,0.0,Local transmission,1.0
2020-03-08,Chile,5,0.0,0.0,0.0,Imported cases only,1.0
2020-03-08,Costa Rica,5,5.0,0.0,0.0,Imported cases only,0.0
2020-03-08,Colombia,1.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-08,Dominican Republic,1.0,0.0,0.0,0.0,Imported cases only,6.0
2020-03-08,French Guiana,5.0,5.0,0.0,0.0,Imported cases only,0.0
2020-03-08,Martinique,2.0,2.0,0.0,0.0,Imported cases only,0.0
2020-03-08,Saint Martin,2.0,0.0,0.0,0.0,Under investigation,5.0
2020-03-08,Saint Barthelemy,1.0,0.0,0.0,0.0,Under investigation,5.0
2020-03-08,Algeria,17.0,0.0,0.0,0.0,Local transmission,1.0
2020-03-08,Senegal,4.0,0.0,0.0,0.0,Imported cases only,3.0
2020-03-08,Cameroon,2.0,0.0,0.0,0.0,Local transmission,1.0
2020-03-08,South Africa,2.0,1.0,0.0,0.0,Imported cases only,0.0
2020-03-08,Nigeria,1.0,0.0,0.0,0.0,Imported cases only,9.0
2020-03-08,Togo,1.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-08,International conveyance (Diamond Princess),696.0,0.0,7.0,1.0,Local transmission,0.0
2020-03-07,Latvia,1,0.0,0.0,0.0,Imported cases only,4.0
2020-03-07,Liechtenstein,1,0.0,0.0,0.0,Imported cases only,1.0
2020-03-07,Lithuania,1,0.0,0.0,0.0,Imported cases only,8.0
2020-03-07,Monaco,1,0.0,0.0,0.0,Under investigation,6.0
2020-03-07,Serbia,1,0.0,0.0,0.0,Under investigation,1.0
2020-03-07,Slovakia,1,1.0,0.0,0.0,Local transmission,0.0
2020-03-07,Ukraine,1,0.0,0.0,0.0,Imported cases only,3.0
2020-03-07,Gibraltar,1,0.0,0.0,0.0,Under investigation,3.0
2020-03-07,Thailand,48,1.0,1.0,0.0,Local transmission,0.0
2020-03-07,India,31,1.0,0.0,0.0,Local transmission,0.0
2020-03-07,Indonesia,2,0.0,0.0,0.0,Local transmission,5.0
2020-03-07,Bhutan,1,0.0,0.0,0.0,Imported cases only,1.0
2020-03-07,Nepal,1,0.0,0.0,0.0,Imported cases only,43.0
2020-03-07,Sri Lanka,1,0.0,0.0,0.0,Imported cases only,40.0
2020-03-07,Iran (Islamic Republic of),4747,1234.0,124.0,17.0,Local transmission,0.0
2020-03-07,Kuwait,58,0.0,0.0,0.0,Imported cases only,2.0
2020-03-07,Bahrain,49,0.0,0.0,0.0,Imported cases only,4.0
2020-03-07,United Arab Emirates,45,18.0,0.0,0.0,Local transmission,0.0
2020-03-07,Iraq,44,8.0,4.0,2.0,Imported cases only,0.0
2020-03-07,Lebanon,22,6.0,0.0,0.0,Local transmission,0.0
2020-03-07,Oman,16,0.0,0.0,0.0,Imported cases only,1.0
2020-03-07,Qatar,11,3.0,0.0,0.0,Imported cases only,0.0
2020-03-07,Saudi Arabia,8,0.0,0.0,0.0,Imported cases only,1.0
2020-03-07,Pakistan,5,0.0,0.0,0.0,Imported cases only,4.0
2020-03-07,Egypt,3,0.0,0.0,0.0,Imported cases only,1.0
2020-03-07,Morocco,2,0.0,0.0,0.0,Imported cases only,2.0
2020-03-07,Afghanistan,1,0.0,0.0,0.0,Imported cases only,12.0
2020-03-07,Jordan,1,0.0,0.0,0.0,Imported cases only,4.0
2020-03-07,Tunisia,1,0.0,0.0,0.0,Imported cases only,4.0
2020-03-07,United States of America,213,65.0,11.0,1.0,Local transmission,0.0
2020-03-07,Canada,51,6.0,0.0,0.0,Local transmission,0.0
2020-03-07,Ecuador,14,1.0,0.0,0.0,Local transmission,0.0
2020-03-07,Brazil,13,6.0,0.0,0.0,Local transmission,0.0
2020-03-07,Chile,5,4.0,0.0,0.0,Imported cases only,0.0
2020-03-07,Mexico,5,0.0,0.0,0.0,Imported cases only,5.0
2020-03-07,Argentina,2,1.0,0.0,0.0,Imported cases only,0.0
2020-03-07,Colombia,1,1.0,0.0,0.0,Imported cases only,0.0
2020-03-07,Dominican Republic,1,0.0,0.0,0.0,Imported cases only,5.0
